time	species	protein	transcript	ribo_density
0.000000	__gene_A*_rbs	0.000000	0.000000	0.000000
0.000000	__gene_A_rbs	0.000000	0.000000	0.000000
0.000000	__gene_B_rbs	0.000000	0.000000	0.000000
0.000000	__gene_C_rbs	0.000000	0.000000	0.000000
0.000000	__gene_D_rbs	0.000000	0.000000	0.000000
0.000000	__gene_E_rbs	0.000000	0.000000	0.000000
0.000000	__gene_F_rbs	0.000000	0.000000	0.000000
0.000000	__gene_G_rbs	0.000000	0.000000	0.000000
0.000000	__gene_H_rbs	0.000000	0.000000	0.000000
0.000000	__gene_J_rbs	0.000000	0.000000	0.000000
0.000000	__gene_K_rbs	0.000000	0.000000	0.000000
0.000000	__ribosome	100.000000	0.000000	0.000000
0.000000	bound_ecolipol	2000.000000	0.000000	0.000000
0.000000	bound_ribosome	100.000000	0.000000	0.000000
0.000000	ecoli_genome	0.000000	0.000000	0.000000
0.000000	ecoli_transcript	0.000000	0.000000	0.000000
0.000000	ecolipol	0.000000	0.000000	0.000000
0.000000	promoter_A	1.000000	0.000000	0.000000
0.000000	promoter_B1	1.000000	0.000000	0.000000
0.000000	promoter_D	1.000000	0.000000	0.000000
5.001082	__gene_A*_rbs	0.000000	0.000000	0.000000
5.001082	__gene_A_rbs	3.000000	0.000000	0.000000
5.001082	__gene_B_rbs	0.000000	0.000000	0.000000
5.001082	__gene_C_rbs	0.000000	0.000000	0.000000
5.001082	__gene_D_rbs	0.000000	0.000000	0.000000
5.001082	__gene_E_rbs	0.000000	0.000000	0.000000
5.001082	__gene_F_rbs	0.000000	0.000000	0.000000
5.001082	__gene_G_rbs	0.000000	0.000000	0.000000
5.001082	__gene_H_rbs	0.000000	0.000000	0.000000
5.001082	__gene_J_rbs	0.000000	0.000000	0.000000
5.001082	__gene_K_rbs	0.000000	0.000000	0.000000
5.001082	__ribosome	92.000000	0.000000	0.000000
5.001082	bound_ecolipol	1932.000000	0.000000	0.000000
5.001082	bound_ribosome	100.000000	0.000000	0.000000
5.001082	ecoli_genome	68.000000	0.000000	0.000000
5.001082	ecoli_transcript	391.000000	0.000000	0.000000
5.001082	ecolipol	62.000000	0.000000	0.000000
5.001082	gene_A	0.000000	4.000000	2.000000
5.001082	promoter_A	0.000000	0.000000	0.000000
5.001082	promoter_B1	0.000000	0.000000	0.000000
5.001082	promoter_D	1.000000	0.000000	0.000000
9.999257	__gene_A*_rbs	0.000000	0.000000	0.000000
9.999257	__gene_A_rbs	5.000000	0.000000	0.000000
9.999257	__gene_B_rbs	1.000000	0.000000	0.000000
9.999257	__gene_C_rbs	0.000000	0.000000	0.000000
9.999257	__gene_D_rbs	0.000000	0.000000	0.000000
9.999257	__gene_E_rbs	0.000000	0.000000	0.000000
9.999257	__gene_F_rbs	0.000000	0.000000	0.000000
9.999257	__gene_G_rbs	0.000000	0.000000	0.000000
9.999257	__gene_H_rbs	0.000000	0.000000	0.000000
9.999257	__gene_J_rbs	0.000000	0.000000	0.000000
9.999257	__gene_K_rbs	0.000000	0.000000	0.000000
9.999257	__ribosome	73.000000	0.000000	0.000000
9.999257	bound_ecolipol	1917.000000	0.000000	0.000000
9.999257	bound_ribosome	100.000000	0.000000	0.000000
9.999257	ecoli_genome	83.000000	0.000000	0.000000
9.999257	ecoli_transcript	804.000000	0.000000	0.000000
9.999257	ecolipol	72.000000	0.000000	0.000000
9.999257	gene_A	0.000000	7.000000	3.714286
9.999257	gene_B	0.000000	1.000000	0.000000
9.999257	gene_D	0.000000	1.000000	1.000000
9.999257	promoter_A	0.000000	0.000000	0.000000
9.999257	promoter_B1	1.000000	0.000000	0.000000
9.999257	promoter_D	1.000000	0.000000	0.000000
14.999153	__gene_A*_rbs	0.000000	0.000000	0.000000
14.999153	__gene_A_rbs	10.000000	0.000000	0.000000
14.999153	__gene_B_rbs	0.000000	0.000000	0.000000
14.999153	__gene_C_rbs	0.000000	0.000000	0.000000
14.999153	__gene_D_rbs	2.000000	0.000000	0.000000
14.999153	__gene_E_rbs	0.000000	0.000000	0.000000
14.999153	__gene_F_rbs	0.000000	0.000000	0.000000
14.999153	__gene_G_rbs	0.000000	0.000000	0.000000
14.999153	__gene_H_rbs	0.000000	0.000000	0.000000
14.999153	__gene_J_rbs	0.000000	0.000000	0.000000
14.999153	__gene_K_rbs	0.000000	0.000000	0.000000
14.999153	__ribosome	33.000000	0.000000	0.000000
14.999153	bound_ecolipol	1923.000000	0.000000	0.000000
14.999153	bound_ribosome	100.000000	0.000000	0.000000
